,Market,Brand,Sub Brand,Category,Sub Category,Name,IS_Combo,If Combo - Size,Individual Size (gm),Price (SAR),Link,SAR/g
268,Carrefour,Lusine,Lusine,Bakery,Bread & Rolls,Lusine sliced bread brown 600 g,No,,600.0,4.8,https://www.carrefourksa.com/mafsau/en/root-maf-category//bakery/bread-rolls/brown-sliced-bread/lusine-sliced-brown-bread-600g/p/100832,0.006666666666666667
269,Carrefour,,,Bakery,"Arabic Bread, Wraps & Flatbreads",Wooden bakery white small bread 510 g,No,,510.0,1.15,https://www.carrefourksa.com/mafsau/en/root-maf-category//bakery/arabic-bread-wraps-flatbreads/arabic-flatbread/pita-white-small-510-grms/p/577727,0.00196078431372549
270,Carrefour,YAUMI,YAUMI,Bakery,Bread & Rolls,Yaumi sliced brown bread 600 g,No,,600.0,3.5,https://www.carrefourksa.com/mafsau/en/root-maf-category//bakery/bread-rolls/brown-sliced-bread/yaumi-sliced-brown-bread-600g/p/573982,0.005
271,Carrefour,,,Bakery,Bread & Rolls,Carrefour samoli sesame 6 pieces,yes,6,1.0,2.75,https://www.carrefourksa.com/mafsau/en/root-maf-category//bakery/bread-rolls/white-bread/samoly-sesame-x6/p/614804,
272,Carrefour,Lusine,Lusine,Bakery,Bread & Rolls,Lusine sandwich rolls milk bread 200 g,No,,200.0,2.25,https://www.carrefourksa.com/mafsau/en/root-maf-category//bakery/bread-rolls/buns-rolls/lusine-milk-sandwich-roll-200g/p/584257,0.01
273,Carrefour,YAUMI,YAUMI,Bakery,Bread & Rolls,Yaumi burger buns sesame seeds bread 400 g × 6,yes,6,400.0,2.4,https://www.carrefourksa.com/mafsau/en/root-maf-category//bakery/bread-rolls/buns-rolls/yaumi-white-hamburger-bun-400g/p/573983,
274,Carrefour,,,Bakery,Bread & Rolls,Carrefour samoli brown 6 pieces,yes,6,1.0,2.95,https://www.carrefourksa.com/mafsau/en/root-maf-category//bakery/bread-rolls/white-bread/samoli-brown-6/p/115903,
275,Carrefour,,,Bakery,"Croissants, Pastries & Cakes",Croissant x 10,Yes,10,1.0,25.0,https://www.carrefourksa.com/mafsau/en/root-maf-category//bakery/croissants-pastries-cakes/croissants-rolls/croissant-x10/p/4859,
276,Carrefour,7Days,7Days,Bakery,"Croissants, Pastries & Cakes",7 days croissant with cocoa cream filling 55 g,No,,55.0,1.25,https://www.carrefourksa.com/mafsau/en/root-maf-category//bakery/croissants-pastries-cakes/sweet-products/7days-choco-croissant-55g/p/416806,0.01818181818181818
277,Carrefour,Fonte,Fonte,Bakery,Bread & Rolls,Fonte sesame burger bun medium bread 6 pieces - 400 g,yes,6,400.0,3.45,https://www.carrefourksa.com/mafsau/en/root-maf-category//bakery/bread-rolls/buns-rolls/fonte-sesame-burger-bun-6s/p/435895,
278,Carrefour,Fonte,Fonte,Bakery,Bread & Rolls,Fonte hot dog bread milk bread 6 pieces - 360 g,yes,6,360.0,5.5,https://www.carrefourksa.com/mafsau/en/root-maf-category//bakery/bread-rolls/buns-rolls/fonte-hotdog-bun-6s/p/450038,
279,Carrefour,,,Bakery,"Arabic Bread, Wraps & Flatbreads",Wooden bakery white x-small bread 370 g,No,,370.0,3.25,https://www.carrefourksa.com/mafsau/en/root-maf-category//bakery/arabic-bread-wraps-flatbreads/arabic-flatbread/pita-white-x-small/p/577728,0.008108108108108109
280,Carrefour,Kaku,Kaku,Bakery,"Croissants, Pastries & Cakes",Pronto cookies chocolate cookies 40 g x 4,yes,4,40.0,8.95,https://www.carrefourksa.com/mafsau/en/root-maf-category//bakery/croissants-pastries-cakes/ethnic-pastry/pronto-chocolate-cookies-40gx4/p/632178,
281,Carrefour,7Days,7Days,Bakery,"Croissants, Pastries & Cakes",7 days cake bar cocoa filling 25 g x 12 pieces,yes,12,25.0,6.95,https://www.carrefourksa.com/mafsau/en/root-maf-category//bakery/croissants-pastries-cakes/sweet-products/7days-cocoa-cake-bar-25g-x12/p/529195,
282,Carrefour,Fonte,Fonte,Bakery,Bread & Rolls,Fonte sub sandwich sesame jumbo bread 3 pieces - 375 g,yes,3,375.0,3.45,https://www.carrefourksa.com/mafsau/en/root-maf-category//bakery/bread-rolls/buns-rolls/fonte-jumbo-sandwich-bun-6s/p/435897,
283,Carrefour,Lusine,Lusine,Bakery,Bread & Rolls,Lusine sliced bread multigrain 600 g,No,,600.0,6.95,https://www.carrefourksa.com/mafsau/en/root-maf-category//bakery/bread-rolls/specialities-bread/lusine-multi-grain-slice-bread-600g/p/493211,0.01
284,Carrefour,Kaku,Kaku,Bakery,"Arabic Bread, Wraps & Flatbreads",Pronto tortila wraps 250g,No,,250.0,7.95,https://www.carrefourksa.com/mafsau/en/root-maf-category//bakery/arabic-bread-wraps-flatbreads/wraps/pronto-tortila-wraps-250g/p/632184,0.028
285,Carrefour,Pronto,Pronto,Bakery,"Croissants, Pastries & Cakes",Pronto duo orange vanilla croissant 55 g x 5 + 2 free,yes,5,55.0,4.6,https://www.carrefourksa.com/mafsau/en/root-maf-category//bakery/croissants-pastries-cakes/sweet-products/pronto-org-vnla-crisnt-55gx5-2-free/p/589385,
286,Carrefour,Lusine,Lusine,Bakery,"Croissants, Pastries & Cakes",Lusine tripple cheese puff 104 g,No,,104.0,2.49,https://www.carrefourksa.com/mafsau/en/root-maf-category//bakery/croissants-pastries-cakes/salted-products/lusine-triple-cheese-puff-104g/p/600987,0.019230769230769232
287,Carrefour,Fonte,Fonte,Bakery,"Arabic Bread, Wraps & Flatbreads",Fonte tortilla brown wraps bread 6 pieces - 250 g,yes,6,250.0,8.25,https://www.carrefourksa.com/mafsau/en/root-maf-category//bakery/arabic-bread-wraps-flatbreads/wraps/fonte-brown-tortilla-6s/p/519115,
288,Carrefour,Fonte,Fonte,Bakery,"Croissants, Pastries & Cakes",Fonte chocolate cupcake 30 g x 20,yes,20,30.0,11.75,https://www.carrefourksa.com/mafsau/en/root-maf-category//bakery/croissants-pastries-cakes/sweet-products/fonte-choco-cup-cake-20s/p/542598,
289,Carrefour,Fonte,Fonte,Bakery,"Arabic Bread, Wraps & Flatbreads",Fonte tortilla spicy wraps bread 6 pieces - 250 g,yes,6,250.0,8.25,https://www.carrefourksa.com/mafsau/en/root-maf-category//bakery/arabic-bread-wraps-flatbreads/wraps/fonte-spicy-tortilla-6s/p/520422,
290,Carrefour,Herfy,Herfy,Bakery,Bread & Rolls,Herfy sandwich jumpo with sesame seeds bread 3 pieces - 400 g,yes,3,400.0,3.45,https://www.carrefourksa.com/mafsau/en/root-maf-category//bakery/bread-rolls/buns-rolls/herfy-jumbo-hotdog-bun-3s/p/17982,
291,Carrefour,Lusine,Lusine,Bakery,"Croissants, Pastries & Cakes",Lusine triple choc muffin 60 g x 5 + 1 free,yes,5,60.0,12.5,https://www.carrefourksa.com/mafsau/en/root-maf-category//bakery/croissants-pastries-cakes/sweet-products/lusine-triple-choco-mufin-60gx6/p/630556,
292,Carrefour,7Days,7Days,Bakery,"Croissants, Pastries & Cakes",7 days swiss roll vanilla filing jumbo roll 55 g x 6 pieces,yes,6,55.0,6.95,https://www.carrefourksa.com/mafsau/en/root-maf-category//bakery/croissants-pastries-cakes/sweet-products/7days-vanila-swiss-roll-55g-x6/p/503104,
293,Carrefour,Herfy,Herfy,Bakery,Bread & Rolls,Herfy sliced bread milk 700 g,No,,700.0,5.75,https://www.carrefourksa.com/mafsau/en/root-maf-category//bakery/bread-rolls/white-sliced-bread/herfy-sliced-bread-milk700g/p/17985,0.007142857142857143
294,Carrefour,Lusine,Lusine,Bakery,"Croissants, Pastries & Cakes",Lusine cheese & zaatar puff 70 g,No,,70.0,1.25,https://www.carrefourksa.com/mafsau/en/root-maf-category//bakery/croissants-pastries-cakes/salted-products/lusine-cheese-zaatar-puff-70g/p/524732,0.014285714285714285
295,Carrefour,7Days,7Days,Bakery,"Croissants, Pastries & Cakes",7 days cake bar strawberry filling 25 g x 12 pieces,yes,12,25.0,6.95,https://www.carrefourksa.com/mafsau/en/root-maf-category//bakery/croissants-pastries-cakes/sweet-products/7days-strwbry-cake-bar-25g-x12/p/431896,
296,Carrefour,Switz,Switz,Bakery,"Arabic Bread, Wraps & Flatbreads",SWITZ TORTILLA WRAPS 360G,No,,360.0,13.95,https://www.carrefourksa.com/mafsau/en/root-maf-category//bakery/arabic-bread-wraps-flatbreads/wraps/switz-tortilla-wraps-360g/p/649784,0.03611111111111111
297,Carrefour,7Days,7Days,Bakery,"Croissants, Pastries & Cakes",7 days strudel apple 330 x 5 + 1 free,yes,5,1.0,6.25,https://www.carrefourksa.com/mafsau/en/root-maf-category//bakery/croissants-pastries-cakes/sweet-products/7days-strudel-apple-330g-x5-1-free/p/630555,
298,Carrefour,Lusine,Lusine,Bakery,"Croissants, Pastries & Cakes",Lusine chocolate puff 70 g,No,,70.0,1.25,https://www.carrefourksa.com/mafsau/en/root-maf-category//bakery/croissants-pastries-cakes/sweet-products/lusine-choco-puff-88g/p/198398,0.014285714285714285
299,Carrefour,YAUMI,YAUMI,Bakery,"Arabic Bread, Wraps & Flatbreads",Yaumi spicy tortilla 240g,No,,240.0,7.4,https://www.carrefourksa.com/mafsau/en/root-maf-category//bakery/arabic-bread-wraps-flatbreads/other-ethnic-bread/yaumi-spicy-tortilla-240g/p/644353,0.029166666666666667
300,Carrefour,7Days,7Days,Bakery,"Croissants, Pastries & Cakes",7DAYS CROISSANT MINI CHOCOLATE 99G,No,,99.0,2.5,https://www.carrefourksa.com/mafsau/en/root-maf-category//bakery/croissants-pastries-cakes/sweet-products/7days-croissant-mini-chocolate-99g/p/656507,0.020202020202020204
301,Carrefour,Fuchsia,Fuchsia,Bakery,Bread & Rolls,Fuchsia sandwich bread 600 g,No,,600.0,4.25,https://www.carrefourksa.com/mafsau/en/root-maf-category//bakery/bread-rolls/white-sliced-bread/fuchsia-sandwich-bread-600g/p/226951,0.006666666666666667
302,Carrefour,,,Bakery,"Arabic Bread, Wraps & Flatbreads",Fonty spicy tortilla 250g,No,,250.0,8.5,https://www.carrefourksa.com/mafsau/en/root-maf-category//bakery/arabic-bread-wraps-flatbreads/wraps/pronto-spicy-tortilla-250g/p/661318,0.032
303,Carrefour,Carrefour,Carrefour,Bakery,"Arabic Bread, Wraps & Flatbreads",Carrefour percooked buns wheat bread 300 g,No,,300.0,11.95,https://www.carrefourksa.com/mafsau/en/root-maf-category//bakery/arabic-bread-wraps-flatbreads/other-ethnic-bread/crf-pre-cooked-rolls-300g/p/473251,0.03666666666666667
304,Carrefour,Brother,Brother,Bakery,"Arabic Bread, Wraps & Flatbreads",Bothoor piet barley ota bran bread 6 pieces - 270 g,yes,6,270.0,5.75,https://www.carrefourksa.com/mafsau/en/root-maf-category//bakery/arabic-bread-wraps-flatbreads/other-ethnic-bread/bothoor-barley-oat-bran-bread-270g/p/589858,
305,Carrefour,,,Bakery,Bread & Rolls,French baguette 1 piece,No,,1.0,2.75,https://www.carrefourksa.com/mafsau/en/root-maf-category//bakery/bread-rolls/white-bread/french-baguette-1/p/4753,2.0
306,Carrefour,Lusine,Lusine,Bakery,"Croissants, Pastries & Cakes",Lusine cheese & zaater croissant 60 g,No,,60.0,1.25,https://www.carrefourksa.com/mafsau/en/root-maf-category//bakery/croissants-pastries-cakes/salted-products/luisine-zaatar-cheese-croissant-60g/p/396062,0.016666666666666666
307,Carrefour,YAUMI,YAUMI,Bakery,"Arabic Bread, Wraps & Flatbreads",Yummy spicy tortilla bread 6 tortillas - 250 g,yes,6,250.0,7.95,https://www.carrefourksa.com/mafsau/en/root-maf-category//bakery/arabic-bread-wraps-flatbreads/other-ethnic-bread/yummy-spicy-tortilla-6s/p/564140,
308,Carrefour,Lusine,Lusine,Bakery,Bread & Rolls,Lusine bran cream sandwich 112 g,No,,112.0,2.49,https://www.carrefourksa.com/mafsau/en/root-maf-category//bakery/bread-rolls/buns-rolls/lusine-bran-cream-sandwich-112g/p/633250,0.017857142857142856
309,Carrefour,,,Bakery,"Arabic Bread, Wraps & Flatbreads",Wooden bakery whole wheat bread 350 g,No,,350.0,3.25,https://www.carrefourksa.com/mafsau/en/root-maf-category//bakery/arabic-bread-wraps-flatbreads/arabic-flatbread/pita-whole-wheat-small/p/577729,0.008571428571428572
310,Carrefour,Fonte,Fonte,Bakery,Bread & Rolls,Fonte sliced white bread 600 g,No,,600.0,3.7,https://www.carrefourksa.com/mafsau/en/root-maf-category//bakery/bread-rolls/white-sliced-bread/fonte-sliced-white-bread-600g/p/435891,0.005
311,Carrefour,,,Bakery,Bread & Rolls,Pandesal 10 pieces,yes,10,1.0,5.95,https://www.carrefourksa.com/mafsau/en/root-maf-category//bakery/bread-rolls/white-bread/pandesal-x10/p/4760,
312,Carrefour,Fonte,Fonte,Bakery,"Arabic Bread, Wraps & Flatbreads",Fonte big tortilla x 6,Yes,6,1.0,8.95,https://www.carrefourksa.com/mafsau/en/root-maf-category//bakery/arabic-bread-wraps-flatbreads/wraps/fonte-tortilla-big-6s/p/585840,
313,Carrefour,,,Bakery,"Croissants, Pastries & Cakes",Croissant zaatar x 5,Yes,5,1.0,14.5,https://www.carrefourksa.com/mafsau/en/root-maf-category//bakery/croissants-pastries-cakes/croissants-rolls/croissant-zaatar-x5/p/4877,
314,Carrefour,,,Bakery,Bread & Rolls,French bread baguette with sesame seeds,No,,1.0,3.5,https://www.carrefourksa.com/mafsau/en/root-maf-category//bakery/bread-rolls/white-bread/french-baguette-sesame/p/4754,3.0
315,Carrefour,,,Bakery,Bread & Rolls,Portuguese bread x 10,Yes,10,1.0,6.95,https://www.carrefourksa.com/mafsau/en/root-maf-category//bakery/bread-rolls/white-bread/portuguese-bread-x-10/p/4762,
316,Carrefour,YAUMI,YAUMI,Bakery,"Croissants, Pastries & Cakes",Yaumi vanila cup cake 35gx12,yes,12,35.0,7.25,https://www.carrefourksa.com/mafsau/en/root-maf-category//bakery/croissants-pastries-cakes/sweet-products/yaumi-vanila-cup-cake-35gx12/p/573986,
317,Carrefour,Tannourine,Tannourine,Bakery,Bread & Rolls,Tanour healthy bread oat bread 240 g x 6 pieces,yes,6,240.0,6.95,https://www.carrefourksa.com/mafsau/en/root-maf-category//bakery/bread-rolls/specialities-bread/tanour-oat-bread-240g/p/573848,
318,Carrefour,,,Bakery,"Croissants, Pastries & Cakes",Croissant cheese x 10,Yes,10,1.0,28.0,https://www.carrefourksa.com/mafsau/en/root-maf-category//bakery/croissants-pastries-cakes/croissants-rolls/croissant-cheese-x10/p/4864,
319,Carrefour,Lusine,Lusine,Bakery,"Croissants, Pastries & Cakes",Lusine cheese puff 70gx6,yes,6,70.0,6.25,https://www.carrefourksa.com/mafsau/en/root-maf-category//bakery/croissants-pastries-cakes/salted-products/lusine-cheese-puff-70gx6/p/657317,
320,Carrefour,YAUMI,YAUMI,Bakery,"Arabic Bread, Wraps & Flatbreads",Yummy white flour tortilla bread 6 tortillas × 250 g,yes,6,250.0,6.95,https://www.carrefourksa.com/mafsau/en/root-maf-category//bakery/arabic-bread-wraps-flatbreads/other-ethnic-bread/yummy-white-tortilla-6s/p/564142,
321,Carrefour,7Days,7Days,Bakery,"Croissants, Pastries & Cakes",7 days swiss roll cocoa filling 20 g x 12 pieces,yes,12,20.0,5.5,https://www.carrefourksa.com/mafsau/en/root-maf-category//bakery/croissants-pastries-cakes/sweet-products/7days-choco-swiss-roll-20g-x12/p/514542,
322,Carrefour,Fonte,Fonte,Bakery,Bread & Rolls,Fonte sliced brown bread 665 g,No,,665.0,4.4,https://www.carrefourksa.com/mafsau/en/root-maf-category//bakery/bread-rolls/brown-sliced-bread/fonte-sliced-brown-bread-675g/p/435892,0.006015037593984963
323,Carrefour,7Days,7Days,Bakery,"Croissants, Pastries & Cakes",7 days mini corissants with cocao filling 44 g x 10 + 2 free,yes,10,44.0,12.5,https://www.carrefourksa.com/mafsau/en/root-maf-category//bakery/croissants-pastries-cakes/sweet-products/7days-mni-coco-crosnt-44g-x10-2free/p/562179,
324,Carrefour,Kaku,Kaku,Bakery,"Croissants, Pastries & Cakes",Pronto cookies dark chocolate cookies 40 g x 4,yes,4,40.0,8.95,https://www.carrefourksa.com/mafsau/en/root-maf-category//bakery/croissants-pastries-cakes/ethnic-pastry/pronto-dark-chocolate-cookies-40gx/p/632179,
325,Carrefour,Lusine,Lusine,Bakery,Bread & Rolls,Lusine sliced brown multigrain bread 275 g,No,,275.0,3.25,https://www.carrefourksa.com/mafsau/en/root-maf-category//bakery/bread-rolls/brown-sliced-bread/lusine-sliced-grain-bread-275g/p/615983,0.01090909090909091
326,Carrefour,Switz,Switz,Bakery,Bread & Rolls,Switz milk bread 700 g,No,,700.0,6.5,https://www.carrefourksa.com/mafsau/en/root-maf-category//bakery/bread-rolls/white-sliced-bread/switz-milk-bread-700g/p/498874,0.008571428571428572
327,Carrefour,Fuchsia,Fuchsia,Bakery,"Croissants, Pastries & Cakes",FUCHSIA NIMCO MIXTURE 60G,No,,60.0,1.25,https://www.carrefourksa.com/mafsau/en/root-maf-category//bakery/croissants-pastries-cakes/ethnic-pastry/fuchsia-nimco-mixture-60g/p/516670,0.016666666666666666
328,Carrefour,Lusine,Lusine,Bakery,Bread & Rolls,Lusine sandwich rolls brown bread 200 g,No,,200.0,2.25,https://www.carrefourksa.com/mafsau/en/root-maf-category//bakery/bread-rolls/buns-rolls/lusine-brown-sandwich-roll/p/551157,0.01
329,Carrefour,,,Bakery,"Arabic Bread, Wraps & Flatbreads",Wooden bakery high protein bread 350 g,No,,350.0,6.5,https://www.carrefourksa.com/mafsau/en/root-maf-category//bakery/arabic-bread-wraps-flatbreads/arabic-flatbread/pita-high-protein/p/577725,0.017142857142857144
330,Carrefour,7Days,7Days,Bakery,"Croissants, Pastries & Cakes",7 days swiss roll covered with chocolate stuffed with orange 10 x 38 g,yes,10,38.0,10.5,https://www.carrefourksa.com/mafsau/en/root-maf-category//bakery/croissants-pastries-cakes/sweet-products/7days-croissant-chocolate-100g-x4/p/612819,
331,Carrefour,7Days,7Days,Bakery,"Croissants, Pastries & Cakes",7 days swiss roll vanilla filling 20 g x 12 pieces,yes,12,20.0,5.5,https://www.carrefourksa.com/mafsau/en/root-maf-category//bakery/croissants-pastries-cakes/sweet-products/7days-vanila-swiss-roll-20g-x12/p/462312,
332,Carrefour,7Days,7Days,Bakery,"Croissants, Pastries & Cakes",7 days jumbo croissant hazelnut & cocoa filling 100 g,No,,100.0,2.5,https://www.carrefourksa.com/mafsau/en/root-maf-category//bakery/croissants-pastries-cakes/sweet-products/7days-hzl-coco-jumbo-croisnt-100g/p/599600,0.02
333,Carrefour,7Days,7Days,Bakery,"Croissants, Pastries & Cakes",7 days croissant with strawberry filling 55 g,No,,55.0,1.25,https://www.carrefourksa.com/mafsau/en/root-maf-category//bakery/croissants-pastries-cakes/sweet-products/7days-strwbry-croissant-55g/p/416807,0.01818181818181818
334,Carrefour,,,Bakery,"Croissants, Pastries & Cakes",Croissant x 5,Yes,5,1.0,13.95,https://www.carrefourksa.com/mafsau/en/root-maf-category//bakery/croissants-pastries-cakes/croissants-rolls/croissant-x5/p/4862,
335,Carrefour,,,Bakery,"Croissants, Pastries & Cakes",English cake 2 pieces,yes,2,1.0,19.95,https://www.carrefourksa.com/mafsau/en/root-maf-category//bakery/croissants-pastries-cakes/dry-cakes/english-cake-x-2-/p/116271,
336,Carrefour,,,Bakery,"Croissants, Pastries & Cakes",Crossiant chocolate x 5,Yes,5,1.0,16.95,https://www.carrefourksa.com/mafsau/en/root-maf-category//bakery/croissants-pastries-cakes/croissants-rolls/chocolate-croissant-x5/p/4850,
337,Carrefour,,,Bakery,"Croissants, Pastries & Cakes",English cake 400 g,No,,400.0,9.95,https://www.carrefourksa.com/mafsau/en/root-maf-category//bakery/croissants-pastries-cakes/dry-cakes/english-cake/p/5655,0.0225
338,Carrefour,Herfy,Herfy,Bakery,"Arabic Bread, Wraps & Flatbreads",Herfy bran qursan bread 900 g,No,,900.0,13.75,https://www.carrefourksa.com/mafsau/en/root-maf-category//bakery/arabic-bread-wraps-flatbreads/other-ethnic-bread/herfy-bran-qursan-900g/p/17988,0.014444444444444444
339,Carrefour,7Days,7Days,Bakery,"Croissants, Pastries & Cakes",7DAYS MINI CROISSANT VANILLA 90G,No,,90.0,2.5,https://www.carrefourksa.com/mafsau/en/root-maf-category//bakery/croissants-pastries-cakes/sweet-products/7days-mini-croissant-vanilla-90g/p/656508,0.022222222222222223
340,Carrefour,7Days,7Days,Bakery,"Croissants, Pastries & Cakes",7 days strawberry cake bar 260 g,No,,260.0,1.35,https://www.carrefourksa.com/mafsau/en/root-maf-category//bakery/croissants-pastries-cakes/sweet-products/7days-strwbry-cake-bar-260g/p/431897,0.0038461538461538464
341,Carrefour,Fonte,Fonte,Bakery,Bread & Rolls,Fonte milk bread mini 9 pieces - 315 g,yes,9,315.0,5.5,https://www.carrefourksa.com/mafsau/en/root-maf-category//bakery/bread-rolls/buns-rolls/fonte-milk-bread-6s/p/435896,
342,Carrefour,Carrefour,Carrefour,Bakery,"Croissants, Pastries & Cakes",Carrefour long madeleine with eggs bread 8 pieces - 220 g,yes,8,220.0,14.95,https://www.carrefourksa.com/mafsau/en/root-maf-category//bakery/croissants-pastries-cakes/sweet-products/crf-finger-egg-madeleine-cook-220g/p/544370,
343,Carrefour,7Days,7Days,Bakery,"Croissants, Pastries & Cakes",7 days strawberry mini croissant 44 g,No,,44.0,1.25,https://www.carrefourksa.com/mafsau/en/root-maf-category//bakery/croissants-pastries-cakes/sweet-products/7days-stwbry-mini-croissant-44g/p/602518,0.022727272727272728
344,Carrefour,Fuchsia,Fuchsia,Bakery,Bread & Rolls,FUCHSIA POTATO BURGER BUNS 324G,No,,324.0,6.95,https://www.carrefourksa.com/mafsau/en/root-maf-category//bakery/bread-rolls/specialities-bread/fuchsia-potato-burger-buns-324g/p/643017,0.018518518518518517
345,Carrefour,Fuchsia,Fuchsia,Bakery,"Croissants, Pastries & Cakes",Fuchsia whole wheat crepe 1x15,yes,15,1.0,4.75,https://www.carrefourksa.com/mafsau/en/root-maf-category//bakery/croissants-pastries-cakes/ethnic-pastry/fuchsia-whole-wheat-crepe-x15/p/500532,
346,Carrefour,Pronto,Pronto,Bakery,"Croissants, Pastries & Cakes",Pronto strawberry croissant 55 g x 5 pieces + 2 free,yes,5,55.0,4.6,https://www.carrefourksa.com/mafsau/en/root-maf-category//bakery/croissants-pastries-cakes/sweet-products/pronto-stwbry-crisnt-55gx5-2-free/p/589384,
347,Carrefour,Pronto,Pronto,Bakery,"Croissants, Pastries & Cakes",Pronto cocoa croissant 55 g x 5 + 2 free,yes,5,55.0,4.6,https://www.carrefourksa.com/mafsau/en/root-maf-category//bakery/croissants-pastries-cakes/sweet-products/pronto-cocoa-croissant-55gx5-2-free/p/589383,
348,Carrefour,Lusine,Lusine,Bakery,"Croissants, Pastries & Cakes",Lusine cup cakes with caramel filling 30 g x 18 pieces,yes,18,30.0,8.95,https://www.carrefourksa.com/mafsau/en/root-maf-category//bakery/croissants-pastries-cakes/sweet-products/lusine-carmel-cupcake-30g-x18/p/599079,
349,Carrefour,,,Bakery,Bread & Rolls,French dejeunette bread 5 pieces,yes,5,1.0,3.95,https://www.carrefourksa.com/mafsau/en/root-maf-category//bakery/bread-rolls/white-bread/french-dejeunettex5/p/4757,
350,Carrefour,Fonte,Fonte,Bakery,"Arabic Bread, Wraps & Flatbreads",fonte sliced bran bread 630g,No,,630.0,3.7,https://www.carrefourksa.com/mafsau/en/root-maf-category//bakery/arabic-bread-wraps-flatbreads/other-ethnic-bread/fonte-sliced-bran-bread-630g/p/437344,0.004761904761904762
351,Carrefour,Fonte,Fonte,Bakery,Bread & Rolls,Fonte potatoe hotdog bun 275g,No,,275.0,4.95,https://www.carrefourksa.com/mafsau/en/root-maf-category//bakery/bread-rolls/buns-rolls/fonte-potatoe-hotdog-bun-275g/p/648518,0.014545454545454545
352,Carrefour,7Days,7Days,Bakery,"Croissants, Pastries & Cakes",7DAYS MINI CHOCO CROISSANT 44G 5+1,yes,5,44.0,6.25,https://www.carrefourksa.com/mafsau/en/root-maf-category//bakery/croissants-pastries-cakes/sweet-products/7days-mini-choco-croissant-44g-5-1/p/646004,
353,Carrefour,Lusine,Lusine,Bakery,"Croissants, Pastries & Cakes",Lusine croisant biscuit cream butte,No,,1.0,2.5,https://www.carrefourksa.com/mafsau/en/root-maf-category//bakery/croissants-pastries-cakes/sweet-products/lusine-croissant-cream-butter-83g/p/665086,2.0
354,Carrefour,Lusine,Lusine,Bakery,Bread & Rolls,Lusine sliced brown bread 275 g,No,,275.0,2.75,https://www.carrefourksa.com/mafsau/en/root-maf-category//bakery/bread-rolls/brown-sliced-bread/lusine-sliced-brown-bread-275g/p/615986,0.007272727272727273
355,Carrefour,Americana,Americana,Bakery,"Croissants, Pastries & Cakes",Americana rolls chocolate 24 pcs,No,,1.0,19.55,https://www.carrefourksa.com/mafsau/en/root-maf-category//bakery/croissants-pastries-cakes/sweet-products/americana-rolls-choco-x24/p/619886,19.0
356,Carrefour,Al reef,Al reef,Bakery,Bread & Rolls,Reef bran bread 200 g,No,,200.0,5.75,https://www.carrefourksa.com/mafsau/en/root-maf-category//bakery/bread-rolls/diet-protein-bread/reef-bran-bread-200g/p/589807,0.025
357,Carrefour,,,Bakery,Bread & Rolls,French viennoise dejeunette bread 5 pieces,yes,5,1.0,4.95,https://www.carrefourksa.com/mafsau/en/root-maf-category//bakery/bread-rolls/white-bread/french-viennoise-dejeunette-x5/p/4802,
358,Carrefour,Brother,Brother,Bakery,"Arabic Bread, Wraps & Flatbreads",Bothoor barley millet bread 6 pieces - 270 g,yes,6,270.0,5.75,https://www.carrefourksa.com/mafsau/en/root-maf-category//bakery/arabic-bread-wraps-flatbreads/other-ethnic-bread/bothoor-millet-seed-bread-270g/p/589857,
359,Carrefour,7Days,7Days,Bakery,"Croissants, Pastries & Cakes",7days croissant strawberry and vanilla filling with vanilla 90 g,No,,90.0,2.5,https://www.carrefourksa.com/mafsau/en/root-maf-category//bakery/croissants-pastries-cakes/sweet-products/7days-double-str-croisant-90g/p/636540,0.022222222222222223
360,Carrefour,Lusine,Lusine,Bakery,"Croissants, Pastries & Cakes",Lusine butter zaatar croissant 80gm,No,,80.0,2.5,https://www.carrefourksa.com/mafsau/en/root-maf-category//bakery/croissants-pastries-cakes/salted-products/lusine-butter-zaatar-croissant-80g/p/664656,0.025
361,Carrefour,,,Bakery,"Arabic Bread, Wraps & Flatbreads",Wooden bakery x - tria fiber bread 380 g,No,,380.0,4.25,https://www.carrefourksa.com/mafsau/en/root-maf-category//bakery/arabic-bread-wraps-flatbreads/arabic-flatbread/pita-x-fiber-bread/p/577730,0.010526315789473684
362,Carrefour,Kaku,Kaku,Bakery,"Croissants, Pastries & Cakes",Pronto cookies triple chocolate cookies 40 g x 4,yes,4,40.0,8.95,https://www.carrefourksa.com/mafsau/en/root-maf-category//bakery/croissants-pastries-cakes/ethnic-pastry/pronto-triple-choco-cookies-40gx4/p/632180,
363,Carrefour,,,Bakery,Bread & Rolls,Carrefour baguette 250 g,No,,250.0,3.95,https://www.carrefourksa.com/mafsau/en/root-maf-category//bakery/bread-rolls/white-bread/baguette-carrefour1/p/358398,0.012
364,Carrefour,Al reef,Al reef,Bakery,Bread & Rolls,Reef ota bread 200 g,No,,200.0,7.95,https://www.carrefourksa.com/mafsau/en/root-maf-category//bakery/bread-rolls/diet-protein-bread/reef-oats-bread-510g/p/589805,0.035
365,Carrefour,Lusine,Lusine,Bakery,Bread & Rolls,Lusine bread sliced brioch 320g,No,,320.0,3.3,https://www.carrefourksa.com/mafsau/en/root-maf-category//bakery/bread-rolls/white-sliced-bread/lusine-bread-sliced-brioch-320g/p/669910,0.009375
